REG,PREF,SPREF,DIST,SPREF4,DIST6,LANG_D,LANGLIB,DIST_D,LAT_D,LONG_D,ALT_D,NLIG_S,NOMS_STRUCTURES,STAT_S,TYPE_S,LITS,MEDECINS,INFIRMIERS,SAGEFEM,ATS,AUTRES,LAT_S,LONG_S,ALT_S
4.0,42.0,8.0,9.0,4208.0,420809.0,3.0, ,,9.33337,9.4501,622.0,1.0,Centre de sante de Soromaya,1.0,3.0,,,,,2.0,4.0,9.33461,-9.45064,616.0
4.0,42.0,7.0,7.0,4207.0,420707.0,3.0, ,,8.9829,9.22056,807.0,1.0,centre de santé de Sibiribaro,1.0,3.0,4.0,,,,2.0,4.0,8.97733,-9.21222,823.0
4.0,42.0,6.0,8.0,4206.0,420608.0,3.0, ,,9.3775,8.81665,631.0,1.0,Centre de santé de Linko-centre,1.0,3.0,1.0,,2.0,1.0,2.0,2.0,9.37874,-8.81787,638.0
4.0,42.0,5.0,3.0,4205.0,420503.0,3.0, ,,9.03502,8.99649,529.0,1.0,Cs de Konsankoro,1.0,3.0,,,,,2.0,3.0,9.03749,-8.9966,529.0
4.0,42.0,4.0,9.0,4204.0,420409.0,3.0, ,,9.43643,9.05796,516.0,1.0,centre de santé de komodou,1.0,3.0,3.0,,,,2.0,6.0,9.63719,-9.05666,514.0
4.0,42.0,3.0,8.0,4203.0,420308.0,3.0, ,,9.26648,9.00895,524.0,1.0,Centre de sante urbain de Kerouane,1.0,3.0,6.0,1.0,2.0,2.0,2.0,,9.25989,-9.00803,518.0
4.0,42.0,2.0,2.0,4202.0,420202.0,3.0, ,,9.12916,8.90178,716.0,1.0,Centre de sanre Damaro,1.0,3.0,,,3.0,,3.0,5.0,9.13088,-8.90218,716.0
4.0,42.0,1.0,3.0,4201.0,420103.0,3.0, ,,9.17784,9.30437,706.0,1.0,Centre de sante de Commandaya,1.0,3.0,12.0,2.0,,2.0,7.0,,9.17826,-9.30194,707.0
4.0,43.0,12.0,6.0,4312.0,431206.0,3.0, ,,10.79103,10.18291,400.0,1.0,Centre de Santé,1.0,3.0,2.0,,1.0,,2.0,,10.79214,-10.18569,427.0
4.0,43.0,11.0,6.0,4311.0,431106.0,3.0, ,,10.64174,9.8829,380.0,1.0,Centre de Santé Wassabada,1.0,3.0,2.0,,,,1.0,6.0,10.64825,-9.88155,384.0
4.0,43.0,10.0,3.0,4310.0,431003.0,3.0, ,,10.68965,9.65838,370.0,1.0,Centre de Santé Koumana1,1.0,3.0,5.0,,,,3.0,5.0,10.68832,-9.65843,365.0
4.0,43.0,8.0,9.0,4308.0,430809.0,3.0, ,,10.3976,9.75502,381.0,1.0,Centre de sante,1.0,3.0,7.0,,,,1.0,2.0,10.39735,-9.7554,383.0
4.0,43.0,7.0,1.0,4307.0,430701.0,3.0, ,,10.84603,9.49263,361.0,1.0,Centre de Santé de Doura Centre,1.0,3.0,,,,,,,10.84019,-9.49193,366.0
4.0,43.0,6.0,1.0,4306.0,430601.0,3.0, ,,9.73778,10.17096,513.0,1.0,Centre de Santé,1.0,3.0,5.0,,,,2.0,11.0,9.73422,-10.17052,494.0
4.0,43.0,5.0,1.0,4305.0,430501.0,3.0, ,,10.82476,10.60856,418.0,1.0,CENTRE DE SANTE DE CISSELA,1.0,3.0,3.0,,,,8.0,3.0,10.839,-10.6109,413.0
4.0,43.0,4.0,1.0,4304.0,430401.0,3.0, ,,10.60748,9.70416,370.0,1.0,Centre de santé Baro centre,1.0,3.0,4.0,,,,2.0,5.0,10.60421,-9.70554,369.0
4.0,43.0,3.0,1.0,4303.0,430301.0,3.0, ,,10.15515,10.1261,435.0,1.0,Centre de Santé Banfelè,1.0,3.0,3.0,,,,1.0,5.0,10.1544,-10.12514,430.0
4.0,43.0,2.0,1.0,4302.0,430201.0,3.0, ,,10.71272,9.56504,362.0,1.0,Centre de Santé Balato Centre,1.0,3.0,,,,,,,10.71678,-9.57089,361.0
4.0,43.0,1.0,1.0,4301.0,430101.0,3.0, ,,10.65413,9.68408,364.0,2.0,Centre de Santé Babila Centre,1.0,3.0,4.0,,,,1.0,4.0,10.65023,-9.68501,366.0
4.0,44.0,10.0,6.0,4410.0,441006.0,3.0, ,,10.962,8.33404,377.0,1.0,CENTRE DE SANTE DE NIANTANINA CENTRE,1.0,3.0,3.0,,,,2.0,2.0,10.95836,-8.3364,386.0
4.0,44.0,9.0,11.0,4409.0,440911.0,3.0, ,,10.84073,8.67251,366.0,1.0,CENTRE DE SANTE DE MORADOU,1.0,3.0,2.0,,,,2.0,2.0,10.83835,-8.67156,371.0
4.0,44.0,8.0,1.0,4408.0,440801.0,3.0, ,,10.6283,8.69618,362.0,1.0,CENTRE DE SANTE URBAIN HEREMAKONO,1.0,3.0,3.0,,6.0,,6.0,8.0,10.6323,-8.39623,394.0
4.0,44.0,7.0,13.0,4407.0,440713.0,3.0, ,,11.2292,8.68027,374.0,1.0,CENTRE DE SANTE DE KONDIANAKORO,1.0,3.0,3.0,,,,5.0,4.0,11.22588,-8.68005,381.0
4.0,44.0,6.0,6.0,4406.0,440606.0,3.0, ,,10.91976,8.89235,368.0,1.0,CENTRE DE SANTE KOUNDIAN II,1.0,3.0,,,,,3.0,2.0,10.91919,-8.89448,382.0
4.0,44.0,5.0,10.0,4405.0,440510.0,3.0, ,,11.07794,8.83285,377.0,1.0,centre de sante de kinieran,1.0,3.0,5.0,,1.0,,,3.0,11.08083,-8.83382,384.0
4.0,44.0,4.0,1.0,4404.0,440401.0,3.0, ,,10.47581,8.6616,373.0,1.0,CENTRE DE SANTE KANTOUMANINA,1.0,3.0,,,,,2.0,2.0,10.47478,-8.66366,376.0
4.0,44.0,3.0,3.0,4403.0,440303.0,3.0, ,,10.66866,8.70214,407.0,1.0,CENTRE DE SANTE FARALAKO,1.0,3.0,2.0,,,,3.0,,10.66922,-8.7022,411.0
4.0,44.0,2.0,1.0,4402.0,440201.0,3.0, ,,11.43933,8.889,346.0,1.0,CENTRE DE SANTE DE DIALAKORO,1.0,3.0,8.0,,,,3.0,4.0,11.4382,-8.88725,347.0
4.0,44.0,12.0,7.0,4412.0,441207.0,3.0, ,,11.07737,9.19769,348.0,1.0,CENTRE DE SANTE DE SANSANDO,1.0,3.0,5.0,,1.0,,1.0,4.0,11.08226,-9.19017,355.0
4.0,45.0,13.0,14.0,4513.0,451314.0,3.0, ,,11.83012,10.0417,513.0,1.0,Centre de santé de Siguirini,1.0,3.0,4.0,,,,2.0,4.0,11.82532,-10.04543,517.0
4.0,45.0,12.0,18.0,4512.0,451218.0,3.0, ,,11.41758,9.1773,350.0,1.0,CENTRE DE SANTE SIGUIRIKOURA 1,1.0,3.0,4.0,,1.0,,6.0,5.0,11.4169,-9.17815,351.0
4.0,45.0,12.0,16.0,4512.0,451216.0,3.0, ,,11.4175,9.16882,362.0,1.0,CENTRE DE SANTE SIGUIRIKORO I,1.0,3.0,2.0,,,,15.0,1.0,11.4162,-9.16869,353.0
4.0,45.0,12.0,19.0,4512.0,451219.0,3.0, ,,11.41472,9.17506,354.0,1.0,CENTRE DE AEROPORT,1.0,3.0,5.0,,1.0,,11.0,3.0,11.40971,-9.17776,347.0
4.0,45.0,11.0,5.0,4511.0,451105.0,3.0, ,,10.97101,9.38938,355.0,1.0,Centre de santé,1.0,3.0,,,,,,,10.9709,-9.38886,359.0
4.0,45.0,10.0,8.0,4510.0,451008.0,3.0, ,,10.92193,9.48207,357.0,1.0,Poste de Santé Nanen Traoré,1.0,3.0,,,,,,,10.92113,-9.48738,362.0
4.0,45.0,9.0,5.0,4509.0,450905.0,3.0, ,,11.07842,9.24583,352.0,1.0,Centre de Santé Niandankoro I,1.0,3.0,4.0,,,,2.0,4.0,11.07811,-9.25216,356.0
4.0,45.0,8.0,11.0,4508.0,450811.0,3.0, ,,12.31215,9.12168,317.0,1.0,Centre de santé Niagassola Centre,1.0,3.0,3.0,,,,1.0,4.0,12.31276,-9.12221,313.0
4.0,45.0,7.0,3.0,4507.0,450703.0,3.0, ,,11.98079,9.52049,357.0,1.0,Centre de santé Naboun,1.0,3.0,6.0,,,,4.0,3.0,11.9803,-9.52075,360.0
4.0,45.0,6.0,8.0,4506.0,450608.0,3.0, ,,11.79729,9.70844,379.0,1.0,CENTRE DE SANTE MALEAH CENTRE,1.0,3.0,3.0,,,,2.0,4.0,11.79564,-9.70672,379.0
4.0,45.0,5.0,14.0,4505.0,450514.0,3.0, ,,11.60371,9.38197,433.0,1.0,CENTRE DE SANTE DE KINTINIAN 2,1.0,3.0,5.0,,,,4.0,6.0,11.6006,-9.38599,422.0
4.0,45.0,4.0,7.0,4504.0,450407.0,3.0, ,,11.29373,9.14197,350.0,1.0,CENTRE DE SANTE KINIEBAKOURA,1.0,3.0,2.0,,1.0,,1.0,1.0,11.29227,-9.14254,351.0
4.0,45.0,3.0,4.0,4503.0,450304.0,3.0, ,,11.6962,9.38224,359.0,1.0,Centre de santé Franwalia,1.0,3.0,4.0,,,,3.0,4.0,11.69467,-9.38189,361.0
4.0,45.0,2.0,4.0,4502.0,450204.0,3.0, ,,11.78082,8.96876,370.0,1.0,CENTRE DE SANTE DOKO,1.0,3.0,3.0,,,,5.0,3.0,11.78501,-8.96999,420.0
3.0,31.0,7.0,2.0,3107.0,310702.0,2.0, ,,10.4424,11.30558,658.0,1.0,CENTRE DE SANTE DE NOUMOULA KINDOYE II,1.0,3.0,5.0,,1.0,,,1.0,10.44294,-11.3025,650.0
3.0,31.0,6.0,3.0,3106.0,310603.0,3.0, ,,10.92334,11.10745,416.0,1.0,CENTRE DE SANTE KANKAMA CENTRE,1.0,3.0,,1.0,,1.0,1.0,8.0,10.92587,-11.11422,423.0
3.0,31.0,5.0,2.0,3105.0,310502.0,2.0, ,,10.71136,11.43689,638.0,1.0,CENTRE DE SANTE DE HAMDALLAYE DOGOMET C,1.0,3.0,5.0,,,,2.0,3.0,10.71789,-11.44267,631.0
3.0,31.0,4.0,3.0,3104.0,310403.0,2.0, ,,10.74384,11.10135,434.0,1.0,CENTRE DE SANTE DE HAMDALLAYE,1.0,3.0,4.0,2.0,1.0,3.0,,,10.74507,-11.10851,444.0
3.0,31.0,3.0,4.0,3103.0,310304.0,3.0, ,,10.85163,10.93138,411.0,1.0,CENTRE DE SANTE BISSIKRIMA,1.0,3.0,4.0,,1.0,2.0,1.0,1.0,10.84869,-10.93677,404.0
3.0,31.0,2.0,6.0,3102.0,310206.0,3.0, ,,10.72357,10.70828,467.0,1.0,CS DE HERAKO CENTRE,1.0,3.0,2.0,,,,3.0,5.0,10.72685,-10.70857,471.0
3.0,31.0,1.0,1.0,3101.0,310101.0,3.0, ,,10.76464,11.3608,687.0,1.0,CENTRE DE SANTE ARFAMOUSSAYA CENTRE,1.0,3.0,,,,,2.0,1.0,10.76201,-11.36107,665.0
3.0,31.0,9.0,3.0,3109.0,310903.0,3.0, ,24.0,10.5299,10.84217,499.0,1.0,CENTRE DE SANTE DE KONSO CENTRE,1.0,3.0,2.0,,,1.0,1.0,4.0,10.52759,-10.84173,500.0
3.0,32.0,7.0,1.0,3207.0,320701.0,3.0, ,25.0,11.39201,10.88358,421.0,1.0,Centre de santé de Lansanaya,1.0,3.0,5.0,,2.0,2.0,1.0,6.0,11.39083,-10.88215,423.0
3.0,32.0,6.0,10.0,3206.0,320610.0,3.0, ,,11.26754,11.18247,510.0,1.0,Centre de Santé de Kalinko centre,1.0,3.0,3.0,,1.0,,2.0,1.0,11.26453,-11.18134,506.0
3.0,32.0,5.0,3.0,3205.0,320503.0,3.0, ,50.0,11.5196,10.97227,398.0,1.0,Centre de Santé de Gagnakaly Centre,1.0,3.0,5.0,,2.0,1.0,1.0,1.0,11.5191,-10.97061,399.0
3.0,32.0,4.0,2.0,3204.0,320402.0,2.0, ,2.0,11.29193,10.70492,428.0,1.0,CENTRE DE SANTE URBAIN VILLA SEYDI,1.0,3.0,4.0,,1.0,,,5.0,11.28429,-10.71107,422.0
3.0,32.0,3.0,5.0,3203.0,320305.0,2.0, ,30.0,11.8976,10.63037,325.0,1.0,Poste de santé de Fandanda,1.0,3.0,,,1.0,,,2.0,11.90187,-10.62127,328.0
3.0,32.0,3.0,6.0,3203.0,320306.0,2.0, ,55.0,11.69641,10.72197,386.0,1.0,centre de santé de Diatiférè,1.0,3.0,5.0,,,,1.0,3.0,11.69784,-10.71992,392.0
3.0,32.0,2.0,2.0,3202.0,320202.0,3.0, ,,10.96643,11.05747,423.0,1.0,Centre de Santé de Dialakoro Centre,1.0,3.0,5.0,,,,1.0,2.0,10.96947,-11.05395,417.0
3.0,32.0,1.0,12.0,3201.0,320112.0,2.0, ,35.0,11.5281,10.50203,451.0,1.0,centre de Santé de M'Bonet,1.0,3.0,18.0,,,,3.0,1.0,11.53065,-10.50434,454.0
3.0,32.0,8.0,4.0,3208.0,320804.0,2.0, ,,11.11837,10.97105,441.0,1.0,CENTRE DE SANTE DE SELOUMA CENTRE,1.0,3.0,10.0,,2.0,,2.0,2.0,11.11776,-10.97097,
3.0,33.0,10.0,2.0,3310.0,331002.0,3.0, ,,9.72609,10.87596,491.0,1.0,CENTRE DE SANTE HOPITAL,1.0,3.0,3.0,,,,2.0,3.0,9.72778,-10.87502,480.0
3.0,33.0,9.0,6.0,3309.0,330906.0,9.0, ,,10.07253,11.12034,464.0,1.0,CENTRE DE SANTE DE SANDENIA MARCHE,1.0,3.0,11.0,,,,2.0,5.0,10.06923,-11.12099,463.0
3.0,33.0,8.0,9.0,3308.0,330809.0,3.0, ,,10.32099,11.07534,489.0,1.0,CENTRE DE SANTE PASSAYA CENTRE,1.0,3.0,2.0,,,,2.0,4.0,10.32045,-11.07798,494.0
3.0,33.0,7.0,9.0,3307.0,330709.0,2.0, ,,10.18204,11.41154,442.0,1.0,CENTRE DE SANTE MARELLA 1,1.0,3.0,2.0,,,,1.0,,10.17585,-11.41213,458.0
3.0,33.0,6.0,4.0,3306.0,330604.0,4.0, ,,9.20984,10.54508,649.0,1.0,CENTRE DE SANTE KOBIKORO,1.0,3.0,3.0,,,,1.0,,9.21225,-10.54561,653.0
3.0,33.0,5.0,5.0,3305.0,330505.0,3.0, ,,9.88855,11.06705,476.0,1.0,CENTRE DE SANTE HERMAKONO CENTRE,1.0,3.0,2.0,,1.0,,,2.0,9.88832,-11.06988,473.0
3.0,33.0,4.0,7.0,3304.0,330407.0,3.0, ,,9.93782,10.55948,482.0,1.0,CENTRE DE SANTE DE NIALIA 2,1.0,3.0,4.0,,,,2.0,,9.93562,-10.55737,498.0
3.0,33.0,3.0,1.0,3303.0,330301.0,3.0, ,,10.04768,10.7377,461.0,1.0,CENTRE DE SANTE ABATTOIR,1.0,3.0,3.0,2.0,,1.0,10.0,5.0,10.04352,-10.74058,430.0
3.0,33.0,2.0,1.0,3302.0,330201.0,3.0, ,,10.14569,10.54042,446.0,1.0,CENTRE DE SANTE BEINDOU CENTRE,1.0,3.0,2.0,,,,2.0,6.0,10.1462,-10.53854,438.0
3.0,33.0,1.0,5.0,3301.0,330105.0,3.0, ,,9.60149,10.53937,494.0,1.0,CENTRE DE SANTE BANIAN CENTRE 1,1.0,3.0,4.0,,1.0,,3.0,,9.59924,-10.53583,492.0
3.0,33.0,12.0,9.0,3312.0,331209.0,3.0, ,,9.73528,10.63497,453.0,1.0,CENTRE DE SANTE MARCHE,1.0,3.0,4.0,,,,3.0,,9.73273,-10.63388,450.0
3.0,34.0,12.0,11.0,3412.0,341211.0,3.0, ,,8.88741,10.16966,472.0,1.0,Centre de santé Yende,1.0,3.0,,,,1.0,5.0,10.0,8.88636,-10.17113,478.0
3.0,34.0,11.0,8.0,3411.0,341108.0,3.0, ,25.0,9.38996,10.21349,521.0,1.0,centre de santé Sangardo,1.0,3.0,,,,,3.0,7.0,9.38687,-10.21082,519.0
3.0,34.0,10.0,7.0,3410.0,341007.0,8.0, ,,9.34521,9.76823,554.0,1.0,CENTRE DE SANTE MANFRAN,1.0,3.0,,,,2.0,1.0,1.0,9.34489,-9.76944,572.0
3.0,34.0,9.0,5.0,3409.0,340905.0,4.0, ,,8.92548,10.04104,483.0,1.0,CENTRE DE SSANTE KONDIADOU,1.0,3.0,,,,2.0,3.0,6.0,8.92566,-10.0414,479.0
3.0,34.0,8.0,21.0,3408.0,340821.0,3.0, ,,9.19017,10.10408,522.0,1.0,CENTRE DE SANTE,1.0,3.0,,,1.0,,3.0,4.0,9.19203,-10.10153,523.0
3.0,34.0,8.0,13.0,3408.0,340813.0,3.0, ,,9.18487,10.09726,531.0,1.0,CENTRE DE SANTE MADINA,1.0,3.0,,,1.0,2.0,5.0,3.0,9.18649,-10.09846,535.0
3.0,34.0,8.0,12.0,3408.0,340812.0,4.0, ,,9.18556,10.08776,505.0,1.0,CENTRE DE SANTE,1.0,3.0,,,,,3.0,2.0,9.18039,-10.08647,524.0
3.0,34.0,8.0,1.0,3408.0,340801.0,3.0, ,,9.19627,10.09137,517.0,1.0,CENTRE DE SANTE,1.0,3.0,,,,2.0,3.0,4.0,9.19686,-10.08969,522.0
3.0,34.0,7.0,3.0,3407.0,340703.0,4.0, ,,9.27453,9.98805,529.0,1.0,CENTRE DE SANTE GBAGBADOU,1.0,3.0,,,,,1.0,4.0,9.27316,-9.99727,544.0
3.0,34.0,6.0,2.0,3406.0,340602.0,4.0, ,18.0,9.19357,9.90099,521.0,1.0,Centre de santé,1.0,3.0,,,,,2.0,3.0,9.18995,-9.8987,546.0
3.0,34.0,5.0,3.0,3405.0,340503.0,4.0, ,,9.13409,10.1506,541.0,1.0,centre de santé fermessadou,1.0,3.0,,,,,2.0,6.0,9.13637,-10.15073,532.0
3.0,34.0,4.0,1.0,3404.0,340401.0,4.0, ,,9.10281,10.00978,554.0,1.0,Centre de santé,1.0,3.0,,,,1.0,1.0,3.0,9.09933,-10.00323,529.0
3.0,34.0,3.0,1.0,3403.0,340301.0,4.0, ,,9.03377,9.86515,542.0,1.0,Centre de santé de Bardou,1.0,3.0,,,1.0,,3.0,4.0,9.03543,-9.86245,545.0
3.0,34.0,2.0,1.0,3402.0,340201.0,4.0, ,,9.06835,9.77769,555.0,1.0,Centre de santé Vieux Kéloua kourouma,1.0,3.0,,,,,1.0,1.0,9.06718,-9.77705,558.0
2.0,21.0,5.0,16.0,2105.0,210516.0,1.0, ,,9.61529,13.61345,64.0,3.0,CENTRE DE SANTE URBAIN SIMBAYA GARE,1.0,3.0,,7.0,4.0,3.0,10.0,10.0,9.61537,-13.61375,100.0
2.0,21.0,5.0,9.0,2105.0,210509.0,2.0, ,3.0,9.58281,13.62827,96.0,2.0,CS DE BAMBETO  CARAD,1.0,3.0,,4.0,1.0,1.0,,,9.58813,-13.63453,105.0
2.0,21.0,5.0,26.0,2105.0,210526.0,1.0, ,15.0,9.64138,13.58096,921.0,2.0,CENTRE DE SANTE DE WANINDARA,1.0,3.0,,5.0,5.0,5.0,4.0,5.0,9.63511,-13.58584,129.0
2.0,21.0,5.0,11.0,2105.0,210511.0,2.0, ,,9.59464,13.6256,108.0,1.0,CENTRE DE SANTE DE KOLOMA,1.0,3.0,,74.0,,3.0,17.0,22.0,9.59808,-13.62498,317.0
2.0,21.0,5.0,31.0,2105.0,210531.0,1.0, ,24.0,9.68182,13.57096,18.0,1.0,CS de Sonfonia centre I,1.0,3.0,,1.0,1.0,,11.0,,9.67981,-13.57189,26.0
2.0,21.0,5.0,31.0,2105.0,210531.0,1.0, ,24.0,9.68182,13.57096,18.0,3.0,CS,1.0,3.0,,,1.0,,3.0,,9.67471,-13.56783,43.0
2.0,21.0,4.0,33.0,2104.0,210433.0,1.0, ,6.0,9.64703,13.55113,39.0,1.0,CENTRE DE SANTE TOMBOLIA,1.0,3.0,8.0,5.0,1.0,,14.0,5.0,9.64608,-13.55508,31.0
2.0,21.0,4.0,4.0,2104.0,210404.0,1.0, ,7.0,9.65347,13.53448,9.0,1.0,CENTRE DE SANRE DAPOMPA,1.0,3.0,,3.0,,6.0,40.0,,9.65647,-13.53479,23.0
2.0,21.0,4.0,35.0,2104.0,210435.0,1.0, ,1.0,9.59062,13.60025,22.0,1.0,CENTRE DE SANTE DE YIMBAYA ECOLE,1.0,3.0,5.0,3.0,1.0,4.0,15.0,1.0,9.5918,-13.60299,36.0
2.0,21.0,4.0,32.0,2104.0,210432.0,1.0, ,2.0,9.58418,13.61077,45.0,1.0,CENTRE DE SANTE TANENE MOSQUEE,1.0,3.0,6.0,3.0,2.0,4.0,13.0,2.0,9.58331,-13.61242,50.0
2.0,21.0,4.0,18.0,2104.0,210418.0,1.0, ,4.0,9.56442,13.62894,27.0,1.0,C S DE GBESSIA PORT I,1.0,3.0,4.0,4.0,21.0,9.0,11.0,17.0,9.56104,-13.6271,22.0
2.0,21.0,4.0,23.0,2104.0,210423.0,1.0, ,1.0,9.61682,13.59529,65.0,2.0,CENTRE DE SANTE MATOTO,1.0,3.0,,5.0,9.0,12.0,35.0,15.0,9.6119,-13.59358,41.0
2.0,21.0,4.0,5.0,2104.0,210405.0,1.0, ,8.0,9.66024,13.5461,67.0,1.0,ASSOCIATION POUR LA SURVIE DE LENFANCE,1.0,3.0,3.0,,1.0,1.0,3.0,1.0,9.65767,-13.53986,42.0
2.0,21.0,4.0,2.0,2104.0,210402.0,8.0, ,2.0,9.58472,13.61482,84.0,1.0,INFIRMERIE CAMP ALPHA YAYA,1.0,3.0,12.0,10.0,15.0,6.0,10.0,7.0,9.58815,-12.61434,93.0
2.0,21.0,3.0,17.0,2103.0,210317.0,1.0, ,2.0,9.54219,13.6665,26.0,1.0,DISPENSAIRE DE MADINA,1.0,3.0,8.0,6.0,7.0,7.0,19.0,12.0,9.54013,-13.66588,16.0
2.0,21.0,2.0,1.0,2102.0,210201.0,1.0, ,,9.5127,13.7155,16.0,1.0,Centre Anti-Tuberculeux C.A.T Port,1.0,3.0,,,,,,,9.51603,-13.71374,16.0
2.0,21.0,2.0,7.0,2102.0,210207.0,1.0, ,,9.5103,13.7062,15.0,2.0,Centre de Sante Koulewondy,1.0,3.0,,7.0,7.0,2.0,12.0,2.0,9.5087,-13.70486,18.0
2.0,21.0,2.0,6.0,2102.0,210206.0,1.0, ,7.0,9.47817,13.7496,27.0,1.0,Centre de Sante Kassa,1.0,3.0,,,,2.0,1.0,,9.47441,-13.74921,33.0
2.0,21.0,2.0,4.0,2102.0,210204.0,1.0, ,,9.51468,13.70387,15.0,1.0,Centre de Sante Coronthie,1.0,3.0,,11.0,2.0,4.0,2.0,2.0,9.51733,-13.70206,13.0
2.0,21.0,2.0,3.0,2102.0,210203.0,1.0, ,,9.5083,13.71528,18.0,1.0,Centre de Sante Boulbinet,1.0,3.0,,3.0,9.0,4.0,5.0,3.0,9.50755,-13.71574,25.0
2.0,21.0,1.0,7.0,2101.0,210107.0,1.0, ,,9.55139,13.6671,10.0,1.0,Centre Santé Maciré,1.0,3.0,,6.0,7.0,5.0,13.0,4.0,9.54961,-13.66594,25.0
2.0,21.0,1.0,13.0,2101.0,210113.0,2.0, ,,9.5663,13.65771,30.0,1.0,CENTRE DE SANTE HAFIA I,1.0,3.0,,5.0,7.0,2.0,14.0,4.0,9.56247,-13.65869,34.0
1.0,11.0,8.0,18.0,1108.0,110818.0,1.0, ,,10.39765,14.42342,29.0,1.0,Centre de santé de Tougnifily centre,1.0,3.0,12.0,,,,4.0,7.0,10.39576,-14.42573,33.0
1.0,11.0,7.0,11.0,1107.0,110711.0,1.0, ,,10.14779,13.93303,17.0,1.0,Centre de Santé de Tamita,1.0,3.0,,,,,4.0,6.0,10.14156,-13.94211,63.0
1.0,11.0,6.0,9.0,1106.0,110609.0,1.0, ,,10.53999,14.44284,19.0,1.0,CENTRE DE SANTE MANKOUNTAN SEKOU CONTE,1.0,3.0,,,,,4.0,5.0,10.5374,-14.44346,15.0
1.0,11.0,5.0,1.0,1105.0,110501.0,1.0, ,,10.22429,13.89621,32.0,1.0,Centre de santé de Lisso,1.0,3.0,2.0,,,,1.0,4.0,10.22447,-13.89697,34.0
1.0,11.0,4.0,16.0,1104.0,110416.0,1.0, ,1.0,9.94979,13.89391,22.0,1.0,Centre de sante Tatema II,1.0,3.0,3.0,,1.0,1.0,2.0,2.0,9.94915,-13.88484,3.0
1.0,11.0,4.0,3.0,1104.0,110403.0,1.0, ,20.0,9.9388,13.7983,34.0,1.0,Centre de santé Privée Allelua (DixinnII,1.0,3.0,3.0,,1.0,,,2.0,9.93634,-13.79598,34.0
1.0,11.0,3.0,2.0,1103.0,110302.0,1.0, ,,10.25457,14.33324,34.0,1.0,CENTRE DE SANTE DE DOUPROU KENINDE,1.0,3.0,3.0,,,,3.0,5.0,10.24227,-14.33758,36.0
1.0,11.0,3.0,7.0,1103.0,110307.0,1.0, ,7.0,10.2381,14.39516,15.0,2.0,CENTRE DE SANTE DE BILINSADE GENERAL L C,1.0,3.0,12.0,,,,1.0,4.0,10.25296,-14.3993,34.0
1.0,11.0,2.0,2.0,1102.0,110202.0,1.0, ,,10.41135,14.04774,101.0,1.0,Centre de santé de Coliah centre,1.0,3.0,2.0,1.0,,2.0,2.0,13.0,10.41165,-14.05255,100.0
1.0,11.0,1.0,5.0,1101.0,110105.0,1.0, ,,10.18005,14.0394,20.0,2.0,Centre de santé de Boffa (Bolndé II),1.0,3.0,3.0,,1.0,,3.0,1.0,10.18291,-14.04137,18.0
1.0,12.0,10.0,9.0,1210.0,121009.0,9.0,Landouma,,11.01381,14.24013,75.0,1.0,Centre de Sante de Tanene,1.0,3.0,3.0,,,,5.0,5.0,11.01383,-14.24059,62.0
1.0,12.0,9.0,3.0,1209.0,120903.0,1.0, ,,11.11578,14.845,17.0,1.0,CENTRE DE SANTE DE SANSALE CENTRE,1.0,3.0,2.0,,,,1.0,5.0,11.11487,-14.84612,26.0
1.0,12.0,8.0,3.0,1208.0,120803.0,2.0, ,,11.09815,13.80849,157.0,1.0,Centre de sante Ameliore de sangaredi,1.0,3.0,25.0,3.0,,1.0,10.0,,11.10448,-13.811,182.0
1.0,12.0,7.0,4.0,1207.0,120704.0,9.0,Landouma,,10.71295,14.17573,70.0,1.0,Centre de Sante de Malapouya Centre,1.0,3.0,3.0,,,,1.0,1.0,10.71346,-14.17471,69.0
1.0,12.0,6.0,8.0,1206.0,120608.0,1.0, ,,10.79604,14.40001,38.0,1.0,Centre de Sante de Kolaboui,1.0,3.0,12.0,1.0,,1.0,10.0,1.0,10.7982,-14.39993,34.0
1.0,12.0,5.0,7.0,1205.0,120507.0,1.0, ,,10.83169,14.5444,11.0,1.0,CENTRE DE SANTE DE KANFARANDE CENTRE,1.0,3.0,4.0,,,1.0,2.0,2.0,10.83252,-14.54392,6.0
1.0,12.0,4.0,5.0,1204.0,120405.0,1.0, ,,10.66339,14.58562,13.0,1.0,Centre de Sante Kamsar centre,1.0,3.0,18.0,5.0,8.0,1.0,10.0,3.0,10.66512,-14.58622,13.0
1.0,12.0,3.0,1.0,1203.0,120301.0,9.0,LANDOUMA,,11.19421,14.54129,41.0,1.0,CENTRE DE SANTE DE DABISS CENTRE,1.0,3.0,4.0,,2.0,,1.0,2.0,11.19167,-14.54002,50.0
1.0,12.0,3.0,8.0,1203.0,120308.0,9.0,LANDOUMA,3.0,11.16035,14.5391,64.0,1.0,CENTRE DE SANTE DE OUDIAGUE,1.0,3.0,5.0,,1.0,,4.0,4.0,11.20514,-14.64787,32.0
1.0,12.0,2.0,2.0,1202.0,120202.0,9.0,Diakanke,6.0,10.95971,14.29595,33.0,1.0,Centre de Sante de Correrah,1.0,3.0,12.0,,,,3.0,3.0,10.95728,-14.29682,28.0
1.0,12.0,2.0,3.0,1202.0,120203.0,1.0, ,,10.9356,14.29106,62.0,1.0,Centre de Sante de Dibia,1.0,3.0,3.0,,3.0,1.0,8.0,5.0,10.93875,-14.28687,105.0
